#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH854","SAMN04745439","PRJNA314151","GCA_001864505.1","Scaffold",4.4139,39.2,,"LYJL01",954,4029,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/864/505/GCA_001864505.1_ASM186450v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/864/505/GCF_001864505.1_ASM186450v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH746","SAMN04745496","PRJNA314151","GCA_001862535.1","Scaffold",4.15217,38.9,,"LYHG01",193,3928,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/862/535/GCA_001862535.1_ASM186253v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/862/535/GCF_001862535.1_ASM186253v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH552","SAMN04745403","PRJNA314151","GCA_001863665.1","Scaffold",3.97462,38.9,,"LYKV01",89,3731,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/665/GCA_001863665.1_ASM186366v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/665/GCF_001863665.1_ASM186366v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","IHIT29106","SAMN05292964","PRJNA326812","GCA_001704685.1","Scaffold",4.05623,39.2,,"MAKR01",369,3788,"2016-08-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/685/GCA_001704685.1_ASM170468v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/685/GCF_001704685.1_ASM170468v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","294","SAMN17349190","PRJNA692566","GCA_016745585.1","Contig",3.88885,38.9,,"JAESEU01",85,3615,"2021-01-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/745/585/GCA_016745585.1_ASM1674558v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/585/GCF_016745585.1_ASM1674558v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","BA8188","SAMN13943342","PRJNA603876","GCA_010178695.1","Contig",3.91116,38.9,,"JAAEFT01",91,3668,"2020-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/178/695/GCA_010178695.1_ASM1017869v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/178/695/GCF_010178695.1_ASM1017869v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP2200","SAMN14001765","PRJNA604897","GCA_010500035.1","Contig",3.9116,38.9,,"JAAGTD01",96,3603,"2020-02-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/500/035/GCA_010500035.1_ASM1050003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/500/035/GCF_010500035.1_ASM1050003v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP1806","SAMN14299464","PRJNA610496","GCA_011602305.1","Contig",4.01964,38.9,,"JAAOPG01",97,3770,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/305/GCA_011602305.1_ASM1160230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/602/305/GCF_011602305.1_ASM1160230v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","BA7738","SAMN14299426","PRJNA610496","GCA_011601685.1","Contig",4.01491,38.9,,"JAAOQP01",96,3765,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/601/685/GCA_011601685.1_ASM1160168v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/601/685/GCF_011601685.1_ASM1160168v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP480","SAMN14299455","PRJNA610496","GCA_011601735.1","Contig",4.01929,38.9,,"JAAOPN01",94,3713,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/601/735/GCA_011601735.1_ASM1160173v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/601/735/GCF_011601735.1_ASM1160173v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP411","SAMN14299454","PRJNA610496","GCA_011601845.1","Contig",4.01956,38.9,,"JAAOPO01",93,3770,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/601/845/GCA_011601845.1_ASM1160184v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/601/845/GCF_011601845.1_ASM1160184v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP1208","SAMN14299461","PRJNA610496","GCA_011601925.1","Contig",4.01944,38.9,,"JAAOPJ01",98,3771,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/601/925/GCA_011601925.1_ASM1160192v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/601/925/GCF_011601925.1_ASM1160192v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP2203","SAMN14299468","PRJNA610496","GCA_011602155.1","Contig",4.0195,38.9,,"JAAOPC01",94,3712,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/155/GCA_011602155.1_ASM1160215v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/602/155/GCF_011602155.1_ASM1160215v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP4794","SAMN14299656","PRJNA610503","GCA_011603415.1","Contig",4.01963,38.9,,"JAAORY01",93,3712,"2020-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/603/415/GCA_011603415.1_ASM1160341v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/603/415/GCF_011603415.1_ASM1160341v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SCPM-O-B-8565(4533)","SAMN11394734","PRJNA269675","GCA_005863395.1","Contig",3.67829,38.9,,"VBXM01",60,3433,"2019-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/863/395/GCA_005863395.1_ASM586339v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/863/395/GCF_005863395.1_ASM586339v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SCPM-O-B-8567(4586)","SAMN11394736","PRJNA269675","GCA_005863455.1","Contig",3.67871,38.9,,"VBXO01",58,3429,"2019-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/863/455/GCA_005863455.1_ASM586345v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/863/455/GCF_005863455.1_ASM586345v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SCPM-O-B-8563(4407)","SAMN11394732","PRJNA269675","GCA_005863355.1","Contig",3.67811,38.9,,"VBXK01",61,3434,"2019-05-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/863/355/GCA_005863355.1_ASM586335v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/863/355/GCF_005863355.1_ASM586335v1"
"Acinetobacter baumannii 24812_7","Bacteria;Proteobacteria;Gammaproteobacteria","24812_7","SAMN02692977","PRJNA194928","GCA_000682655.1","Contig",4.13459,39.2,,"JMOU01",109,3876,"2014-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/682/655/GCA_000682655.1_ASM68265v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/682/655/GCF_000682655.1_ASM68265v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2015ZJAB13","SAMN13496547","PRJNA593931","GCA_009753665.1","Scaffold",4.22506,38.9,,"WQMB01",163,3936,"2019-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/753/665/GCA_009753665.1_ASM975366v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/753/665/GCF_009753665.1_ASM975366v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABCRPSTH05","SAMN07450687","PRJNA389557","GCA_002249245.1","Contig",3.95666,38.9,,"NQES01",93,3704,"2017-08-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/245/GCA_002249245.1_ASM224924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/245/GCF_002249245.1_ASM224924v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","T188","SAMN03080632","PRJNA255268","GCA_000805635.1","Contig",3.97664,38.9,,"JRQV01",110,3743,"2014-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/805/635/GCA_000805635.1_ASM80563v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/805/635/GCF_000805635.1_ASM80563v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","B13743","SAMN10523628","PRJNA508406","GCA_003954595.1","Contig",3.98936,38.9,,"RWXL01",71,3745,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/954/595/GCA_003954595.1_ASM395459v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/954/595/GCF_003954595.1_ASM395459v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP 2926","SAMN18395644","PRJNA714510","GCA_017600965.1","Contig",4.2279,39,,"JAGFTK01",154,4038,"2021-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/600/965/GCA_017600965.1_ASM1760096v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/600/965/GCF_017600965.1_ASM1760096v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","R3279","SAMN10523631","PRJNA508406","GCA_003954005.1","Contig",3.9628,38.9,,"RWVN01",91,3723,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/954/005/GCA_003954005.1_ASM395400v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/954/005/GCF_003954005.1_ASM395400v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABAY15007","SAMN09095613","PRJNA448358","GCA_009735845.1","Scaffold",4.0909,38.8,,"QHDD01",157,3830,"2019-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/735/845/GCA_009735845.1_ASM973584v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/735/845/GCF_009735845.1_ASM973584v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","BA33809","SAMN14299444","PRJNA610496","GCA_011601575.1","Contig",3.90647,38.8,,"JAAOPY01",71,3626,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/601/575/GCA_011601575.1_ASM1160157v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/601/575/GCF_011601575.1_ASM1160157v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","BA27713_19","SAMN14299436","PRJNA610496","GCA_011602095.1","Contig",3.90514,38.8,,"JAAOQG01",74,3628,"2020-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/095/GCA_011602095.1_ASM1160209v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/602/095/GCF_011602095.1_ASM1160209v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP3552","SAMN14299633","PRJNA610503","GCA_011603475.1","Contig",3.90665,38.8,,"JAAOSV01",73,3626,"2020-03-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/603/475/GCA_011603475.1_ASM1160347v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/603/475/GCF_011603475.1_ASM1160347v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP 2624","SAMN18395071","PRJNA714510","GCA_017599745.1","Contig",3.90667,38.8,,"JAGFSB01",66,3626,"2021-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/599/745/GCA_017599745.1_ASM1759974v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/599/745/GCF_017599745.1_ASM1759974v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP 2538","SAMN18395056","PRJNA714510","GCA_017600025.1","Contig",3.90749,38.8,,"JAGFSQ01",65,3630,"2021-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/600/025/GCA_017600025.1_ASM1760002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/600/025/GCF_017600025.1_ASM1760002v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SP 2386","SAMN18395081","PRJNA714510","GCA_017600385.1","Contig",3.90681,38.8,,"JAGFRS01",71,3635,"2021-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/600/385/GCA_017600385.1_ASM1760038v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/600/385/GCF_017600385.1_ASM1760038v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","SQ020","SAMN16807059","PRJNA676010","GCA_015694555.1","Contig",3.92521,39,,"JADPZZ01",103,3677,"2020-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/694/555/GCA_015694555.1_ASM1569455v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/694/555/GCF_015694555.1_ASM1569455v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","5127","SAMN12205770","PRJNA533558","GCA_008000045.1","Scaffold",4.46652,38.7,,"VMIB01",1534,4245,"2019-08-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/045/GCA_008000045.1_ASM800004v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/045/GCF_008000045.1_ASM800004v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH548","SAMN04745399","PRJNA314151","GCA_001863535.1","Scaffold",3.97648,38.8,,"LYKZ01",88,3740,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/535/GCA_001863535.1_ASM186353v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/535/GCF_001863535.1_ASM186353v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2015ZJAB19","SAMN13496553","PRJNA593931","GCA_009754005.1","Scaffold",3.93302,38.8,,"WQMH01",51,3646,"2019-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/754/005/GCA_009754005.1_ASM975400v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/754/005/GCF_009754005.1_ASM975400v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","AB36","SAMN08619601","PRJNA436221","GCA_003006845.1","Scaffold",3.90975,39,,"PXMA01",86,3637,"2018-03-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/006/845/GCA_003006845.1_ASM300684v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/845/GCF_003006845.1_ASM300684v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH547","SAMN04745398","PRJNA314151","GCA_001863625.1","Scaffold",3.97628,38.8,,"LYLA01",87,3729,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/625/GCA_001863625.1_ASM186362v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/625/GCF_001863625.1_ASM186362v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ARLG1899","SAMN06892328","PRJNA384060","GCA_002148725.1","Contig",4.23478,39,,"NGHY01",106,4011,"2017-05-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/725/GCA_002148725.1_ASM214872v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/725/GCF_002148725.1_ASM214872v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH513","SAMN04745393","PRJNA314151","GCA_001863575.1","Scaffold",3.98497,38.8,,"LYLF01",111,3741,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/863/575/GCA_001863575.1_ASM186357v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/863/575/GCF_001863575.1_ASM186357v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH763","SAMN04745509","PRJNA314151","GCA_001862715.1","Scaffold",3.95045,38.9,,"LYGT01",109,3700,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/862/715/GCA_001862715.1_ASM186271v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/862/715/GCF_001862715.1_ASM186271v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH726","SAMN04745477","PRJNA314151","GCA_001861375.1","Scaffold",3.71567,38.8,,"LYHZ01",86,3482,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/861/375/GCA_001861375.1_ASM186137v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/861/375/GCF_001861375.1_ASM186137v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Gaensemehl-2","SAMN07236633","PRJNA390481","GCA_002573915.1","Contig",3.7761,39,,"NIWM01",109,3501,"2017-10-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/573/915/GCA_002573915.1_ASM257391v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/573/915/GCF_002573915.1_ASM257391v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","B10945","SAMN10523633","PRJNA508406","GCA_003953985.1","Contig",3.98192,38.9,,"RWVP01",84,3750,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/953/985/GCA_003953985.1_ASM395398v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/953/985/GCF_003953985.1_ASM395398v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Aci00742","SAMEA7451209","PRJEB40828","GCA_904886965.1","Contig",3.97756,38.9,,"CAJHGT01",88,3722,"2021-01-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/886/965/GCA_904886965.1_Aci00742-181015_contigs_filtered.fa.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/886/965/GCF_904886965.1_Aci00742-181015_contigs_filtered.fa.gz"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","CriePir215","SAMN17136832","PRJNA687166","GCA_016654095.1","Scaffold",3.94354,39.1,,"JAEPWD01",98,3629,"2021-01-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/654/095/GCA_016654095.1_ASM1665409v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/654/095/GCF_016654095.1_ASM1665409v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ACIN00254","SAMN16339960","PRJNA475751","GCA_016506135.1","Contig",3.97824,38.9,,"JADVKY01",100,3731,"2021-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/506/135/GCA_016506135.1_ASM1650613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/506/135/GCF_016506135.1_ASM1650613v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABUH580","SAMN06461829","PRJNA352251","GCA_002183325.1","Contig",4.07684,38.9,,"NDAQ01",80,3815,"2017-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/183/325/GCA_002183325.1_ASM218332v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/183/325/GCF_002183325.1_ASM218332v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","2015ZJAB9","SAMN13496543","PRJNA593931","GCA_009753775.1","Scaffold",4.01797,38.8,,"WQLX01",64,3727,"2019-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/753/775/GCA_009753775.1_ASM975377v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/753/775/GCF_009753775.1_ASM975377v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KT_2016_39","SAMN13066394","PRJNA578598","GCA_009760235.1","Scaffold",3.92653,38.8,,"WIHU01",66,3653,"2019-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/235/GCA_009760235.1_ASM976023v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/760/235/GCF_009760235.1_ASM976023v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","ABBL004","SAMN04145615","PRJNA297777","GCA_001432705.1","Contig",3.85505,38.9,,"LLCK01",77,3608,"2015-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/432/705/GCA_001432705.1_ASM143270v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/432/705/GCF_001432705.1_ASM143270v1"
"Acinetobacter baumannii TG22192","Bacteria;Proteobacteria;Gammaproteobacteria","TG22192","SAMN02055522","PRJNA196280","GCA_000453065.1","Contig",3.98142,39,,"ASFQ01",139,3696,"2013-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/453/065/GCA_000453065.1_ASM45306v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/453/065/GCF_000453065.1_ASM45306v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","BA12840","SAMN13943309","PRJNA603876","GCA_010179285.1","Contig",3.97601,39,,"JAAEGZ01",195,3723,"2020-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/179/285/GCA_010179285.1_ASM1017928v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/179/285/GCF_010179285.1_ASM1017928v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","Ac55","SAMN14930477","PRJNA631984","GCA_014893595.1","Contig",4.13754,39.3,,"JABKAP01",280,3882,"2020-10-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/893/595/GCA_014893595.1_ASM1489359v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/893/595/GCF_014893595.1_ASM1489359v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","B4520","SAMN10523634","PRJNA508406","GCA_003954105.1","Contig",3.90137,38.9,,"RWVQ01",64,3670,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/954/105/GCA_003954105.1_ASM395410v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/954/105/GCF_003954105.1_ASM395410v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","KUSSH18","SAMN06690264","PRJNA380997","GCA_002992505.1","Contig",3.85912,38.9,,"NEPU01",91,3557,"2018-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/992/505/GCA_002992505.1_ASM299250v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/992/505/GCF_002992505.1_ASM299250v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","XH850","SAMN04745437","PRJNA314151","GCA_001864455.1","Scaffold",4.27769,39.1,,"LYJN01",634,4030,"2016-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/864/455/GCA_001864455.1_ASM186445v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/864/455/GCF_001864455.1_ASM186445v1"
"Acinetobacter baumannii ZWS1122","Bacteria;Proteobacteria;Gammaproteobacteria","ZWS1122","SAMN02470994","PRJNA172873","GCA_000299655.1","Contig",3.93726,39,,"AMGR01",60,3660,"2012-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/655/GCA_000299655.1_ASM29965v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/655/GCF_000299655.1_ASM29965v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","MRSN24008","SAMN12087736","PRJNA545079","GCA_006493815.1","Contig",3.83796,38.9,,"VHGH01",88,3587,"2019-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/493/815/GCA_006493815.1_ASM649381v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/493/815/GCF_006493815.1_ASM649381v1"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","61SM01","SAMEA70018918","PRJEB19248","GCA_900161945.1","Contig",4.02053,39.1,,"FUEL01",124,3717,"2017-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/161/945/GCA_900161945.1_61SM01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/161/945/GCF_900161945.1_61SM01"
"Acinetobacter baumannii","Bacteria;Proteobacteria;Gammaproteobacteria","WCHAB090197","SAMN08031281","PRJNA387062","GCA_004209715.1","Contig",4.04975,38.9,,"SGTT01",136,3808,"2019-02-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/209/715/GCA_004209715.1_ASM420971v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/209/715/GCF_004209715.1_ASM420971v1"
